region,prog_type,project,proj_contact,species,run,stock,stock_CU,stock_CU_name,stat_area,obj,strat_lvl,egg_target,prod_activity,stage,relsite,rel_stat_area,target_no,mark,clip,mark_target,comment
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Chinook,Fall,Nahmint R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Conservation ,Primary, -   ,Release,Smolt 1+,Nahmint R,23,"10,000",Coded Wire Tag,AD,"10,000",2019: Dependent on water supply availability.
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Chinook,Fall,Robertson Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23,,Primary,"7,100,000",Transfer Out,Egg,Nitinat R,, -   ,,,,2019: 2018 brood year was the last year of the Robertson Creek Chinook Yearling Trial.
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Chinook,Fall,Robertson Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Assessment/Harvest ,Primary, -   ,Release,Seapen 0+,Alberni In,23,"200,000",Coded Wire Tag,AD,"40,000",
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Chinook,Fall,Robertson Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Assessment/Harvest ,Primary, -   ,Release,Seapen 0+,Alberni In,23, -   ,Thermal,N/A,"200,000",
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Chinook,Fall,Robertson Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Assessment/Harvest ,Primary, -   ,Release,Smolt 0+,Robertson Cr,23,"6,100,000",Coded Wire Tag,AD,"550,000",Includes 100k as early river release trial to investigate effect of river temperature on survival.
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Chinook,Fall,Robertson Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Assessment/Harvest ,Primary, -   ,Release,Smolt 0+,Robertson Cr,23, -   ,Thermal,N/A,"6,100,000",
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Coho,Fall,Robertson Cr,CO-17,WEST VANCOUVER ISLAND,23, Assessment/Harvest ,Primary,"220,000",Release,Smolt 1+,Robertson Cr,23,"200,000",Coded Wire Tag,AD,"40,000",
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Coho,Fall,Robertson Cr,CO-17,WEST VANCOUVER ISLAND,23, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Robertson Cr,23, -   ,Fin Clip,AD,"160,000",
BC South Coast,OPS,Rosewall Cr,WEM - Big Qualicum Hatchery,Sockeye,Summer,Sakinaw Lk,SEL-11-07,SAKINAW,16, Conservation ,Primary,"1,200,000",Release,Fed Fry,Sakinaw Lk,16,"700,000",Fin Clip,AD,"700,000",
BC South Coast,OPS,Rosewall Cr,WEM - Big Qualicum Hatchery,Sockeye,Summer,Sakinaw Lk,SEL-11-07,SAKINAW,16, Conservation ,Primary, -   ,Release,Smolt 1+,Sakinaw Lk,16,"25,000",Fin Clip,AD,"12,000",2019: Discussion underway to consider alternate release strategies to improve marine survival.
BC South Coast,OPS,Rosewall Cr,WEM - Big Qualicum Hatchery,Sockeye,Summer,Sakinaw Lk,SEL-11-07,SAKINAW,16, Conservation ,Primary, -   ,Release,Smolt 1+,Sakinaw Lk,16, -   ,Radio,N/A,"1,000",
BC South Coast,CDP,San Juan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,San Juan R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,20, Harvest ,Primary, -   ,Release,Seapen 0+,Port Renfrew,20, -   ,Coded Wire Tag,AD, -   ,2019: Seapen production suspended during hatchery transition.
BC South Coast,CDP,San Juan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,San Juan R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,20, Harvest ,Primary, -   ,Release,Seapen 0+,Port Renfrew,20, -   ,Thermal,N/A, -   ,
BC South Coast,CDP,San Juan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,San Juan R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,20, Rebuilding ,Primary,"510,000",Release,Smolt 0+,San Juan R,20,"500,000",Thermal,N/A,"500,000",
BC South Coast,DPI,Sayward F&G,CA - Campbell River,Chinook,Fall,Salmon R/JNST,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13,,Primary, -   ,Transfer In,Smolt,Quinsam R,,"120,000",,,,
BC South Coast,DPI,Sayward F&G,CA - Campbell River,Chinook,Fall,Salmon R/JNST,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13,,Primary,"135,000",Transfer Out,Egg,Quinsam R,,"135,000",,,,
BC South Coast,DPI,Sayward F&G,CA - Campbell River,Chinook,Fall,Salmon R/JNST,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13, Rebuilding ,Primary, -   ,Release,Smolt 0+,Salmon R/JNST,13,"120,000",Thermal,N/A,"120,000",2019: Review of terminal harvest conservation measures needed.
BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Sliammon R,CK-9007,SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,15, Harvest ,Primary,"105,000",Release,Smolt 0+,Sliammon R,15,"100,000",,,,
BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Sliammon R,CM-4,GEORGIA STRAIT,15,,Alternate,"70,000",Transfer Out,Egg,Klahoose Band,,"70,000",,,,
BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Sliammon R,CM-4,GEORGIA STRAIT,15, Harvest ,Primary,"1,500,000",Release,Fed Fry,Sliammon R,15,"1,400,000",,,,"Hatchery capacity for 1.5M eggs. Stock assessment recommends escapement of roughly 15-18k, with a 1 female per square m. 1/3 females."
BC South Coast,CDP,Sliammon R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Fall,Sliammon R,CO-11,GEORGIA STRAIT MAINLAND,15, Rebuilding ,Primary,"70,000",Release,Fed Fry,Sliammon Lk,15,"60,000",Fin Clip,AD,"60,000",Fry release number is dependent on assessment of wild component.
BC South Coast,DPI,Sooke R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Nitinat R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,22,,Primary, -   ,Transfer In,Egg,Nitinat R,,"230,000",,,,
BC South Coast,DPI,Sooke R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Nitinat R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,22,,Primary, -   ,Transfer In,Smolt,Nitinat R,,"70,000",,,,
BC South Coast,DPI,Sooke R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Nitinat R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,22, Harvest ,Primary, -   ,Release,Seapen 0+,Sooke Hb,20,"70,000",,,,
BC South Coast,DPI,Sooke R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Nitinat R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,22, Stewardship ,Primary, -   ,Release,Smolt 0+,Sooke R,20,"212,500",Thermal,N/A,"212,500",
BC South Coast,DPI,Sooke R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Sooke R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,20, Stewardship ,Primary,"250,000",Release,Smolt 0+,Sooke R,20,"225,000",,,,2019: Assessment of this release group needed.
BC South Coast,DPI,Sooke R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Demamiel Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,20,,Primary,"140,000",Transfer Out,Egg,Sooke Sch,,"1,200",,,,
BC South Coast,DPI,Sooke R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Demamiel Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,20, Stewardship ,Primary, -   ,Release,Fed Fry,Demamiel Cr,20,"135,000",,,,Fry release number is dependent on assessment of wild component.
BC South Coast,DPI,Tahsis R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Leiner R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Primary,"320,000",Transfer In,Egg,Conuma R,,"320,000",,,,
BC South Coast,DPI,Tahsis R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Leiner R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Primary, -   ,Transfer Out,Egg,Conuma R,,"320,000",,,,
BC South Coast,DPI,Tahsis R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Leiner R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Primary, -   ,Transfer Out,Egg,Vanc Is West (Gold R) Sch,,100,,,,
BC South Coast,DPI,Tahsis R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Leiner R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Rebuilding ,Primary, -   ,Release,Seapen 0+,Tahsis In,25,"300,000",Thermal,N/A,"300,000",
BC South Coast,DPI,Tahsis R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Tahsis R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Alternate,"160,000",Transfer In,Egg,Conuma R,,"160,000",,,,
BC South Coast,DPI,Tahsis R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Tahsis R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25,,Alternate, -   ,Transfer Out,Egg,Conuma R,,"160,000",,,,
BC South Coast,DPI,Tahsis R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,Tahsis R,CK-32,WEST VANCOUVER ISLAND-NOOTKA & KYUQUOT_FA_0.x,25, Rebuilding ,Alternate, -   ,Release,Smolt 0+,Tahsis R,25,"150,000",,,,"Tahsis stock to be used when available, but not in addition to Leiner target. Total from both stocks not to exceed 300,000. Consideration of river release to encourage rebuilding."
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Thornton Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Harvest ,Primary,"120,000",Release,Smolt 0+,Thornton Cr,23,"100,000",,,,"2019: Production reduced to 100k in 2016, assessment of straying needed before considering further changes in production. Thornton stock (Robertson transplant) is lower priority than conservation stocks."
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Toquart R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Rebuilding ,Primary,"230,000",Release,Fed Fry,Toquart Lk,23,"210,000",,,,
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Salmon Cr/SWVI,CM-10,SOUTHWEST VANCOUVER ISLAND,23, Rebuilding ,Primary,"600,000",Release,Fed Fry,Salmon Cr/SWVI,23,"500,000",,,,
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Thornton Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,23, Stewardship ,Primary,"120,000",Release,Fed Fry,Thornton Cr,23,"100,000",,,,New production line proposed in 2018. Escapement benchmarks needed to finalize production level.
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Toquart R,CM-10,SOUTHWEST VANCOUVER ISLAND,23, Rebuilding ,Primary,"550,000",Release,Fed Fry,Twin R E,24,"500,000",,,,Brood collected in Little Toquart River.
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Twin R E,CM-10,SOUTHWEST VANCOUVER ISLAND,24, Rebuilding ,Primary,"60,000",Release,Fed Fry,Twin R E,24,"50,000",,,,
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kennedy R Up,CO-18,CLAYOQUOT,24, Rebuilding ,Primary,"40,000",Release,Fed Fry,Kennedy R Up,24,"35,000",,,,
BC South Coast,CDP,Thornton Cr,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Thornton Cr,CO-17,WEST VANCOUVER ISLAND,23, Stewardship ,Primary,"12,000",Release,Smolt 1+,Thornton Cr,23,"10,000",,,,
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Bedwell R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Primary,"85,000",Release,Seapen 0+,Bedwell Est,24,"85,000",Coded Wire Tag,AD,"85,000","Either seapen or river release, all with CWT."
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Bedwell R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Alternate,"85,000",Release,Smolt 0+,Bedwell R,24,"85,000",,,,"Either seapen or river release, all with CWT."
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Cypre R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Primary,"160,000",Release,Smolt 0+,Cypre R,24,"160,000",,,,
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Tranquil Cr,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,24, Rebuilding ,Primary,"70,000",Release,Smolt 0+,Tranquil Cr,24,"65,000",Fin Clip,AD,"65,000",
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chum,Fall,Tranquil Cr,CM-10,SOUTHWEST VANCOUVER ISLAND,24, Rebuilding ,Primary,"250,000",Release,Fed Fry,Tranquil Cr,24,"250,000",,,,2019: New production line proposed in 2018 to rebuild chum in this system. Escapement benchmarks needed to finalize production level.
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Cypre R,CO-18,CLAYOQUOT,24, Stewardship ,Primary,"70,000",Release,Fed Fry,Cypre R,24,"55,000",Fin Clip,AD,"30,000",Numbers released will be adjusted based on numbers of adults naturally spawning.
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kootowis Cr,CO-18,CLAYOQUOT,24,,Primary,"40,000",Transfer Out,Egg,Alberni Sch,,400,,,,
BC South Coast,DPI,Tofino,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Coho,Fall,Kootowis Cr,CO-18,CLAYOQUOT,24, Stewardship ,Primary, -   ,Release,Fed Fry,Kootowis Cr,24,"35,000",,,,Numbers released will be adjusted based on numbers of adults naturally spawning.
BC South Coast,DPI,Tsolum R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Alternate, -   ,Transfer In,Egg,Quinsam R,,"1,000,000",,,,
BC South Coast,DPI,Tsolum R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13, Rebuilding ,Alternate, -   ,Release,Unfed,Headquarters Cr,14,"900,000",,,,
BC South Coast,DPI,Tsolum R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Tsolum R,PKO-3,GEORGIA STRAIT,14, Harvest ,Primary,"1,000,000",Release,Unfed,Tsolum R,14,"900,000",,,,"Enhancement has not occurred since 2013, monitoring wild pink fry abundance."
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Alouette R S,CK-9006,FRASER-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,29C, Harvest ,Primary,"30,000",Release,Smolt 0+,Alouette R S,29C,"25,000",,,,Target is set as opportunistic as escapement is low. Eggs from Chilliwack will continue to be transferred in until sufficient brood can be acquired from returning adults to the Alouette R S.
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary, -   ,Transfer In,Egg,Chilliwack R,,"140,000",,,,"Egg transfer in target from Chilliwack to remain, augmented with eggs taken from Alouette R S & Coquitlam R up to 30K as feasible."
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Smolt 0+,Alouette R S,29C,"75,000",Thermal,N/A,"75,000",
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Smolt 0+,Coquitlam R,29C,"50,000",Thermal,N/A,"50,000",
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,,Alternate,"2,000",Transfer Out,Egg,Maple Ridge Sch,,"2,000",,,,Alternate broodstock source to Kanaka Cr stock for transfer out to Maple Ridge Schls.
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C,,Primary,"625,000",Transfer Out,Egg,Nelson Cr,,"100,000",,,,
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Rebuilding ,Primary, -   ,Release,Fed Fry,Alouette R N,29C,"400,000",,,,Supplementation to Fraser River chum fishery.
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Chum,Fall,Alouette R S,CM-2,LOWER FRASER,29C, Stewardship ,Primary, -   ,Release,Eyed Egg,Mosquito Cr/GSMN,28,"20,000",,,,2019: new production line. This release occurs under the direction of the Burrard Inlet/Indian Arm/Vancouver Community Advisor.
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Alouette R S,CO-47,LOWER FRASER,29C, Stewardship ,Primary,"75,000",Release,Fed Fry,Alouette R S,29C,"45,000",,,,
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Coho,Fall,Alouette R S,CO-47,LOWER FRASER,29C, Harvest ,Primary, -   ,Release,Smolt 1+,Alouette R S,29C,"25,000",Fin Clip,AD,"25,000",
Lower Fraser River,DPI,Alouette R,"CA - N Side Fraser R, Burnaby to Mission",Pink,Fall,Alouette R,PKO-1,FRASER RIVER,29C, Rebuilding ,Primary,"150,000",Release,Unfed,Alouette R,29C,"125,000",,,,2017: New line of production for Alouette Pinks.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E,,Primary, -   ,Transfer In,Egg,Chilliwack R,,"825,000",,,,Chilliwack stock has been used as the brood source since 2013.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Seapen 0+,Burrard In,28,"100,000",Coded Wire Tag,AD,"60,000",2019: PBT sampling to be conducted to support SRKW Recovery assessment.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Smolt 0+,Capilano R,28,"460,000",Coded Wire Tag,AD,"60,000",2019: PBT sampling to be conducted to support SRKW Recovery assessment.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chinook,Fall,Chilliwack R,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3<<BIN>>,29E, Harvest ,Primary, -   ,Release,Smolt 0+,Capilano R,28, -   ,Parentage-based Tagging,N/A,"560,000",
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Chum,Fall,Capilano R,CM-3,HOWE SOUND-BURRARD INLET,28, Rebuilding ,Primary,"40,000",Release,Fed Fry,Capilano R,28,"30,000",,,,2017: adjusted release target from 90K to 30K to align with actual production.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary,"1,042,700",Transfer Out,Egg,Nelson Cr,,"30,000",,,,Egg target set conservatively to compensate for losses that may result from the occurrence of softshell.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate,"20,000",Transfer Out,Smolt,Reed Point/Ioco,,"7,500",,,,Alternate broodstock source transferred to Ioco seapens if insufficient supply available from Seymour.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer Out,Egg,Terminal Cr,,"20,000",,,,
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer Out,Egg,Vancouver Sch,,"3,000",,,,Transferred out to Vancouver Schls for eventual release into Beaver Creek.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer Out,Egg,West Van Sch,,700,,,,
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate, -   ,Transfer Out,Smolt,Westridge Term,,"7,500",,,,Alternate broodstock source transferred to Ioco seapens if insufficient supply available from Seymour.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28, Harvest ,Primary, -   ,Release,Smolt 1+,Capilano R,28,"475,000",Fin Clip,AD,"475,000","Release targets are allocated as follows: 68,000 early-timed coho, 203,500 mid-timed coho and 203,500 late-timed coho."
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28, Rebuilding ,Primary, -   ,Release,Fed Fry,Spanish Banks Cr,28,"3,000",,,,Direct release to Spanish Banks Creek occurs under the direction of the Burrard Inlet/Indian Arm/Vancouver Community Advisor.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Coho,Fall,Capilano R,CO-10,HOWE SOUND-BURRARD INLET,28,,Alternate,"7,000",Transfer Out,Egg,Morten Cr,,"7,000",,,,2nd alternate broodstock source if Lynn Cr or Seymour R stocks unattainable.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Pink,Fall,Capilano R,PKO-2,EAST HOWE SOUND-BURRARD INLET,28, Rebuilding ,Primary,"200,000",Release,Unfed,Capilano R,28,"180,000",,,,
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Pink,Fall,Cheakamus R,PKO-2,EAST HOWE SOUND-BURRARD INLET,28,,Primary, -   ,Transfer In,Egg,Tenderfoot Cr,,"300,000",,,,2017: target adjustment from 400K to 300K.
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Pink,Fall,Cheakamus R,PKO-2,EAST HOWE SOUND-BURRARD INLET,28, Harvest ,Primary, -   ,Release,Unfed,Capilano R,28,"165,000",,,,
Lower Fraser River,OPS,Capilano R,WEM - Capilano River Hatchery,Pink,Fall,Cheakamus R,PKO-2,EAST HOWE SOUND-BURRARD INLET,28, Stewardship ,Primary, -   ,Release,Unfed,Lynn Cr/GSMN,28,"90,000",,,,Direct release to Lynn Cr occurs under the direction of the Burrard Inlet/Indian Arm/Vancouver Community Advisor.
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Fall,Harrison R,CK-3,LOWER FRASER RIVER_FA_0.3,29D, Assessment ,Primary,"420,000",Release,Smolt 0+,Harrison R,29D,"300,000",Coded Wire Tag,AD,"300,000",Indicator stock.
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Chehalis R,CK-9006,FRASER-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,29D, Harvest ,Primary,"400,000",Release,Smolt 0+,Chehalis R,29D,"325,000",,,,2019: release target reduced from 425K to 325K to align with recent broodstock availability numbers.
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,,Primary, -   ,Transfer In,Fry,Spius Cr,,"50,000",,,,"2017: new interim rearing site (Inch Cr) was added in-season for the 2016 brood, in addition to Chehalis."
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G, Assessment ,Primary, -   ,Release,Smolt 1+,Chilko R,29G,"47,500",Coded Wire Tag,AD,"50,000","Brood is collected at Chilko, eggs are incubated at Spius hatchery, then transferred to Chehalis and Inch as fry to be released as yearling smolts."
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,29E,,Alternate, -   ,Transfer In,Egg,Chilliwack R,,"300,000",,,,Alternate broodstock source transferred in from Chilliwack R hatchery if Chehalis R stock unattainable.
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,29E, Harvest ,Alternate, -   ,Release,Smolt 0+,Chehalis R,29D,"130,000",,,,Alternate broodstock source if Chehalis R stock unattainable.
Lower Fraser River,OPS,Chehalis R,WEM - Chehalis River Hatchery,Chinook,Summer,Chilliwack R,CK-6,LOWER FRASER RIVER_SU_1.3,29E, Harvest ,Alternate, -   ,Release,Smolt 1+,Chehalis R,29D,"100,000",,,,Alternate broodstock source if Chehalis R stock unattainable. Experimental yearling release initiated in 2011 brood year. Interim rearing at Spius Creek hatchery.
